Player,Tm,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,Year,Player ID,Cluster,Team Cluster
Toney Douglas,MEM,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0,0.5,0.059,-2.2,1,-1.2,0.1,2017,Toney DouglasMEM2017.0,9,4
Goran Dragic,MIA,2459,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,14.1,27.1,5,2.6,0.147,3.4,-0.7,2.7,2.9,2017,Goran DragicMIA2017.0,4,4
Andre Drummond,DET,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,0.133,-2.1,2.9,0.9,1.8,2017,Andre DrummondDET2017.0,2,2
Jared Dudley,PHO,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,1.1,0.7,0.064,-0.1,-0.1,-0.3,0.6,2017,Jared DudleyPHO2017.0,1,2
Mike Dunleavy,CLE,366,7.6,0.539,0.633,0.211,1.6,12.3,7.1,7.5,0.8,0.4,12.5,13.7,0.1,0.2,0.041,-2.1,-1.7,-3.7,-0.2,2017,Mike DunleavyCLE2017.0,1,4
Mike Dunleavy,ATL,475,11.9,0.597,0.592,0.2,3.1,12.5,7.9,9.5,0.9,0.9,9,14.3,0.7,0.5,0.12,-0.2,-0.8,-1,0.1,2017,Mike DunleavyATL2017.0,1,4
Kris Dunn,MIN,1333,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3,2.3,20.8,14.2,-1.2,1.3,0.004,-3.7,1.5,-2.2,-0.1,2017,Kris DunnMIN2017.0,9,1
Kevin Durant,GSW,2070,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8,4,0.278,5.4,2.6,8,5.2,2017,Kevin DurantGSW2017.0,8,1
Henry Ellenson,DET,146,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.071,-5.8,-2.4,-8.2,-0.2,2017,Henry EllensonDET2017.0,6,2
Wayne Ellington,MIA,1500,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5,17.9,2.1,1.2,0.105,1.8,-1.9,-0.2,0.7,2017,Wayne EllingtonMIA2017.0,1,4
Monta Ellis,IND,1998,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2,1.2,18,16.8,-0.7,1.7,0.026,-2.5,0.2,-2.3,-0.2,2017,Monta EllisIND2017.0,9,2
Joel Embiid,PHI,786,24.1,0.584,0.228,0.569,8.5,25.6,17,16,1.7,7.7,17.9,36,0.5,1.5,0.117,0,3.2,3.1,1,2017,Joel EmbiidPHI2017.0,2,4
James Ennis,MEM,1501,10.6,0.581,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,1.4,1.7,0.101,-1,1,0,0.8,2017,James EnnisMEM2017.0,0,4
Tyler Ennis,HOU,196,4,0.444,0.25,0.047,2.2,8.4,5.3,24.5,1.5,0,26.9,19.3,-0.4,0.1,-0.061,-6.8,-2.7,-9.5,-0.4,2017,Tyler EnnisHOU2017.0,6,4
Tyler Ennis,LAL,392,14.3,0.553,0.375,0.153,1.3,6.1,3.6,20.3,2.4,0.4,12,19,0.5,0.1,0.077,0.1,-2.8,-2.7,-0.1,2017,Tyler EnnisLAL2017.0,1,4
Tyreke Evans,NOP,474,15.8,0.491,0.308,0.256,1.3,17.9,9.6,31.3,2.4,0.7,13.4,27.2,-0.1,0.7,0.053,-0.6,0.5,0,0.2,2017,Tyreke EvansNOP2017.0,9,4
Tyreke Evans,SAC,314,14.9,0.516,0.336,0.238,2.6,16,9.4,17.7,1.9,1.5,12.2,26,0,0.3,0.034,-1,-1.2,-2.2,0,2017,Tyreke EvansSAC2017.0,1,4
Dante Exum,UTA,1228,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,0.046,-2,-0.5,-2.5,-0.1,2017,Dante ExumUTA2017.0,1,4
Kenneth Faried,DEN,1296,20.3,0.588,0.014,0.454,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,3.3,1.2,0.168,0.9,-0.1,0.8,0.9,2017,Kenneth FariedDEN2017.0,2,4
Derrick Favors,UTA,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,0.109,-2.4,2.3,-0.1,0.6,2017,Derrick FavorsUTA2017.0,5,4
Kay Felder,CLE,386,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.008,-4.8,-1.2,-6,-0.4,2017,Kay FelderCLE2017.0,9,4
Cristiano Felicio,CHI,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,0.158,-0.6,0.6,0,0.5,2017,Cristiano FelicioCHI2017.0,3,1
Raymond Felton,LAC,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,0.055,-1.8,0.8,-1,0.4,2017,Raymond FeltonLAC2017.0,1,4
Yogi Ferrell,BRK,151,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1,20,19.9,-0.2,0,-0.05,-4,-3.3,-7.3,-0.2,2017,Yogi FerrellBRK2017.0,6,4
Yogi Ferrell,DAL,1046,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2,0.6,12.9,19.5,1,0.9,0.09,0.5,-0.3,0.2,0.6,2017,Yogi FerrellDAL2017.0,1,4
Dorian Finney-Smith,DAL,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,0.041,-2.8,1.3,-1.4,0.2,2017,Dorian Finney-SmithDAL2017.0,1,4
Bryn Forbes,SAS,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.014,-3.2,-2.8,-6,-0.3,2017,Bryn ForbesSAS2017.0,6,1
Evan Fournier,ORL,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,0.059,0.8,-2.2,-1.3,0.4,2017,Evan FournierORL2017.0,1,1
Randy Foye,BRK,1284,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.006,-3,-1,-3.9,-0.6,2017,Randy FoyeBRK2017.0,6,4
Tim Frazier,NOP,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,0.075,-1.5,-0.7,-2.2,-0.1,2017,Tim FrazierNOP2017.0,9,4
Channing Frye,CLE,1398,15.6,0.612,0.644,0.142,3,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,0.125,0.8,-1.5,-0.6,0.5,2017,Channing FryeCLE2017.0,1,4
Danilo Gallinari,DEN,2134,17.4,0.622,0.432,0.516,2,14.7,8.4,9.1,0.9,0.5,8.2,20,6.2,0.7,0.154,2.9,-2.1,0.8,1.5,2017,Danilo GallinariDEN2017.0,4,4
Langston Galloway,NOP,1120,11.2,0.508,0.608,0.118,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,0.2,1,0.052,-0.3,-1.4,-1.8,0.1,2017,Langston GallowayNOP2017.0,1,4
Langston Galloway,SAC,375,8,0.522,0.385,0.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,0,0.1,0.007,-2.5,-2.4,-5,-0.3,2017,Langston GallowaySAC2017.0,6,4
Marc Gasol,MEM,2531,20.3,0.554,0.231,0.286,2.6,18.8,10.5,24.8,1.4,3.7,11.3,26.4,4.2,3.5,0.145,2.1,2.2,4.2,4,2017,Marc GasolMEM2017.0,2,4
Pau Gasol,SAS,1627,20.2,0.578,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,0.19,0.9,2.8,3.7,2.4,2017,Pau GasolSAS2017.0,2,1
Rudy Gay,SAC,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1,0.087,0.3,0.4,0.7,0.7,2017,Rudy GaySAC2017.0,0,4
Paul George,IND,2689,20.2,0.587,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,3.9,3.1,0.126,3.1,-0.3,2.8,3.2,2017,Paul GeorgeIND2017.0,4,2
Jonathan Gibson,DAL,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.03,-3.3,-2.2,-5.5,-0.2,2017,Jonathan GibsonDAL2017.0,6,4
Taj Gibson,CHI,1502,15.4,0.549,0.023,0.225,8.5,19,13.7,6.5,0.9,2.6,11.7,19.2,1.4,1.9,0.104,-2,0.6,-1.3,0.3,2017,Taj GibsonCHI2017.0,5,1
Taj Gibson,OKC,487,13.8,0.528,0.006,0.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.076,-3.9,-0.7,-4.6,-0.3,2017,Taj GibsonOKC2017.0,5,4
Manu Ginobili,SAS,1291,13.9,0.532,0.517,0.244,2.5,11.1,6.9,20.8,3.2,1,16.5,20.4,0.6,2.4,0.11,0.5,1.4,1.9,1.3,2017,Manu GinobiliSAS2017.0,0,1
Rudy Gobert,UTA,2744,23.3,0.681,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15,16.7,8.3,6,0.25,1.4,4.5,5.8,5.4,2017,Rudy GobertUTA2017.0,2,4
Archie Goodwin,BRK,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1,1.6,15.7,20.7,0.4,0.1,0.131,0.3,-1.4,-1,0,2017,Archie GoodwinBRK2017.0,4,4
Aaron Gordon,ORL,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,0.077,-0.2,-0.4,-0.7,0.8,2017,Aaron GordonORL2017.0,1,1
Eric Gordon,HOU,2323,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,0.079,1,-2.4,-1.4,0.4,2017,Eric GordonHOU2017.0,1,4
Marcin Gortat,WAS,2556,15.4,0.593,0.003,0.236,10.6,26.8,18.7,6.8,0.8,2,13.8,14.7,3.9,2.9,0.127,-0.9,1.2,0.3,1.5,2017,Marcin GortatWAS2017.0,2,1
Treveon Graham,CHO,189,10.6,0.612,0.375,0.375,2.9,10,6.4,4.7,1.6,0.5,6,11.8,0.3,0.2,0.108,-1.5,-1.3,-2.8,0,2017,Treveon GrahamCHO2017.0,1,4
Jerami Grant,OKC,1490,10.3,0.566,0.367,0.447,2.8,12,7.4,4.3,1.1,4,9.9,11.8,1.3,1.7,0.098,-2.7,1,-1.7,0.1,2017,Jerami GrantOKC2017.0,1,4
Jerian Grant,CHI,1028,13.2,0.555,0.445,0.243,1.8,9.9,5.8,17.4,2.3,0.6,11.7,16,1.4,1.2,0.119,0,-0.3,-0.3,0.4,2017,Jerian GrantCHI2017.0,0,1
Danny Green,SAS,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,0.09,-0.3,2.7,2.4,2,2017,Danny GreenSAS2017.0,0,1
Draymond Green,GSW,2471,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3,3.4,19.8,16.2,2.8,5.4,0.16,0.5,5,5.4,4.6,2017,Draymond GreenGSW2017.0,2,1
Gerald Green,BOS,538,11.9,0.524,0.478,0.177,3.3,13.9,8.7,9.8,0.8,1.1,9.1,22.7,0.1,0.4,0.05,-2,-2.8,-4.7,-0.4,2017,Gerald GreenBOS2017.0,1,4
JaMychal Green,MEM,2101,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,3.2,2.6,0.132,-0.4,1.1,0.7,1.4,2017,JaMychal GreenMEM2017.0,3,4
Jeff Green,ORL,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.022,-2.8,-1.8,-4.6,-1,2017,Jeff GreenORL2017.0,1,1
Blake Griffin,LAC,2076,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,0.179,3.2,1.3,4.4,3.4,2017,Blake GriffinLAC2017.0,8,4
Justin Hamilton,BRK,1177,13.6,0.55,0.475,0.137,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,1,1,0.084,-0.9,0.2,-0.8,0.4,2017,Justin HamiltonBRK2017.0,1,4
A.J. Hammons,DAL,163,8.4,0.472,0.238,0.476,5.4,21,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,-0.001,-7.5,2,-5.6,-0.1,2017,A.J. HammonsDAL2017.0,7,4
Tim Hardaway,ATL,2154,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,0.107,1.3,-1.5,-0.3,0.9,2017,Tim HardawayATL2017.0,4,4
James Harden,HOU,2947,27.4,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2,1,19.5,34.2,11.5,3.6,0.245,8.7,1.5,10.1,9,2017,James HardenHOU2017.0,8,4
Maurice Harkless,POR,2223,13.1,0.57,0.311,0.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,0.091,0,0.7,0.7,1.5,2017,Maurice HarklessPOR2017.0,0,4
Montrezl Harrell,HOU,1064,19.2,0.662,0.02,0.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1,0.183,0.8,0.2,0.9,0.8,2017,Montrezl HarrellHOU2017.0,5,4
Devin Harris,DAL,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,0.096,-0.1,-0.3,-0.4,0.4,2017,Devin HarrisDAL2017.0,1,4
Gary Harris,DEN,1782,16.5,0.611,0.4,0.21,3,8,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,0.124,3.1,-1.6,1.5,1.6,2017,Gary HarrisDEN2017.0,4,4
Joe Harris,BRK,1138,9,0.558,0.61,0.135,1.5,12,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.032,-1.4,-1.5,-3,-0.3,2017,Joe HarrisBRK2017.0,1,4
Tobias Harris,DET,2567,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4,2.8,0.128,1,0.1,1.2,2,2017,Tobias HarrisDET2017.0,0,2
Andrew Harrison,MEM,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,0,1.5,0.051,-2.4,0,-2.4,-0.2,2017,Andrew HarrisonMEM2017.0,9,4
Udonis Haslem,MIA,130,8.8,0.524,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,0,0.2,0.074,-4.7,1.5,-3.2,0,2017,Udonis HaslemMIA2017.0,7,4
Spencer Hawes,CHO,626,14.8,0.545,0.252,0.156,5.6,20.1,12.8,16.1,1,3.6,14.7,19.6,0.3,0.8,0.086,-1.8,1.2,-0.6,0.2,2017,Spencer HawesCHO2017.0,5,4
Spencer Hawes,MIL,171,18.6,0.62,0.441,0.305,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,0.4,0.2,0.16,1,-1,0,0.1,2017,Spencer HawesMIL2017.0,5,1
Gordon Hayward,UTA,2516,22.2,0.595,0.324,0.371,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,7.1,3.3,0.199,4.2,0,4.2,4,2017,Gordon HaywardUTA2017.0,8,4
Gerald Henderson,PHI,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,0.059,-1.8,-1.3,-3.1,-0.5,2017,Gerald HendersonPHI2017.0,1,4
John Henson,MIL,1123,15.3,0.55,0.003,0.346,9.6,20.8,15.3,7.7,1.3,6.1,12.7,16.6,1.2,1.6,0.116,-2.5,2.5,-0.1,0.6,2017,John HensonMIL2017.0,3,1
Juan Hernangomez,DEN,842,13.4,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,0.104,-0.1,-1.2,-1.3,0.1,2017,Juan HernangomezDEN2017.0,1,4
Willy Hernangomez,NYK,1324,19,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,0.123,-0.6,0.6,0,0.7,2017,Willy HernangomezNYK2017.0,3,2
Mario Hezonja,ORL,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.033,-4.8,-0.9,-5.7,-0.9,2017,Mario HezonjaORL2017.0,6,1
Roy Hibbert,CHO,671,13.5,0.613,0,0.521,8.6,16,12.3,4.5,0.6,5.8,14.9,14,1,0.8,0.129,-2.9,1.8,-1.1,0.1,2017,Roy HibbertCHO2017.0,3,4
Buddy Hield,NOP,1161,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,-0.4,0.9,0.02,-1.9,-1.6,-3.5,-0.4,2017,Buddy HieldNOP2017.0,1,4
Buddy Hield,SAC,727,14.9,0.6,0.466,0.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.053,0.7,-2.2,-1.5,0.1,2017,Buddy HieldSAC2017.0,1,4
Nene Hilario,HOU,1198,18.9,0.63,0.023,0.496,8.6,17,12.8,8.6,2.2,2.6,13.1,19.7,2.5,1.6,0.165,-0.4,0.8,0.5,0.7,2017,Nene HilarioHOU2017.0,3,4
George Hill,UTA,1544,19.3,0.599,0.384,0.323,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,4,1.9,0.182,3.9,-0.2,3.6,2.2,2017,George HillUTA2017.0,4,4
Solomon Hill,NOP,2374,8,0.527,0.565,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,0.055,-1.8,1.5,-0.3,1,2017,Solomon HillNOP2017.0,0,4
Darrun Hilliard,DET,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.027,-5,-1.1,-6.1,-0.4,2017,Darrun HilliardDET2017.0,6,2
Jrue Holiday,NOP,2190,17.1,0.532,0.315,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,0.084,1.2,0.5,1.7,2,2017,Jrue HolidayNOP2017.0,4,4
Justin Holiday,NYK,1639,12.7,0.549,0.507,0.149,1.8,13.1,7.4,9.2,2,1.5,10.3,16.9,1.3,1.2,0.073,-0.3,-0.8,-1.1,0.4,2017,Justin HolidayNYK2017.0,1,2
Rondae Hollis-Jefferson,BRK,1761,13.7,0.517,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,0.07,-2.9,1.9,-1,0.4,2017,Rondae Hollis-JeffersonBRK2017.0,5,4
Richaun Holmes,PHI,1193,18.6,0.611,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,0.151,0.2,1.5,1.7,1.1,2017,Richaun HolmesPHI2017.0,2,4
Rodney Hood,UTA,1593,12.4,0.522,0.461,0.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,0.078,-0.3,-0.9,-1.2,0.3,2017,Rodney HoodUTA2017.0,1,4
Al Horford,BOS,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,0.138,1,2,3.1,2.8,2017,Al HorfordBOS2017.0,2,4
Dwight Howard,ATL,2199,20.8,0.627,0.003,0.692,15,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,0.181,-0.5,2.8,2.3,2.4,2017,Dwight HowardATL2017.0,2,4
Marcelo Huertas,LAL,237,9.1,0.417,0.279,0.25,0.9,10.5,5.5,30.8,2.1,0.7,20.1,17,-0.2,0.1,-0.025,-4.6,-2.4,-7,-0.3,2017,Marcelo HuertasLAL2017.0,6,4
Kris Humphries,ATL,689,13.6,0.514,0.252,0.383,9.7,23,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,0.115,-3,0.3,-2.7,-0.1,2017,Kris HumphriesATL2017.0,5,4
Serge Ibaka,ORL,1710,17.5,0.569,0.304,0.129,6.2,18.5,12.2,5.9,1,4.3,8.2,20.8,2.1,1.7,0.108,-0.1,0.4,0.3,1,2017,Serge IbakaORL2017.0,5,1
Serge Ibaka,TOR,712,13.8,0.556,0.369,0.122,4.6,20.1,12.4,3.3,0.5,4,11.7,20.9,0.4,0.8,0.085,-1.5,-0.5,-2.1,0,2017,Serge IbakaTOR2017.0,5,4
Andre Iguodala,GSW,1998,14.3,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,0.167,1.3,1.7,3,2.5,2017,Andre IguodalaGSW2017.0,0,1
Ersan Ilyasova,PHI,1447,15.4,0.553,0.46,0.219,5.4,18.5,12,11.5,1.1,0.8,9.9,23.6,1.4,1.3,0.088,0.9,-1.3,-0.4,0.6,2017,Ersan IlyasovaPHI2017.0,1,4
Ersan Ilyasova,ATL,633,13.5,0.53,0.407,0.288,7.4,18.7,13.1,10.6,1.7,1.1,11.8,19.9,0.5,0.9,0.106,-0.6,0.5,-0.2,0.3,2017,Ersan IlyasovaATL2017.0,5,4
Joe Ingles,UTA,1972,12.4,0.604,0.619,0.151,1.4,13.6,7.6,17.2,2.6,0.3,18.2,13.9,2,3,0.123,0.9,1.8,2.7,2.3,2017,Joe InglesUTA2017.0,0,4
Brandon Ingram,LAL,2279,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.007,-3.1,-0.7,-3.8,-1.1,2017,Brandon IngramLAL2017.0,6,4
Kyrie Irving,CLE,2525,23,0.58,0.311,0.231,2.3,7.5,5,29.7,1.6,0.8,10.3,30.8,7.4,1.5,0.17,4.8,-2.3,2.5,2.9,2017,Kyrie IrvingCLE2017.0,4,4
Reggie Jackson,DET,1424,14.9,0.51,0.272,0.201,1.5,7.4,4.4,30.3,1.2,0.3,13.4,26.4,0.8,1.2,0.065,0.6,-2,-1.4,0.2,2017,Reggie JacksonDET2017.0,9,2
LeBron James,CLE,2794,27,0.619,0.254,0.395,4,20.7,12.6,41.3,1.6,1.3,16.1,30,9.8,3,0.221,6.8,1.6,8.4,7.3,2017,LeBron JamesCLE2017.0,8,4
Al Jefferson,IND,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,0.119,-1.5,-1.5,-3.1,-0.2,2017,Al JeffersonIND2017.0,5,2
Richard Jefferson,CLE,1614,8.3,0.574,0.542,0.315,2,11.6,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,0.063,-1.4,-1,-2.4,-0.2,2017,Richard JeffersonCLE2017.0,1,4
Brandon Jennings,NYK,1428,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,0.052,-0.3,-2.2,-2.5,-0.2,2017,Brandon JenningsNYK2017.0,9,2
Brandon Jennings,WAS,374,9.7,0.357,0.491,0.16,2.4,10.8,6.6,37.2,2,0,16.2,15.8,-0.1,0.3,0.025,-2.6,-2.1,-4.7,-0.3,2017,Brandon JenningsWAS2017.0,9,1
Jonas Jerebko,BOS,1232,9.3,0.537,0.496,0.141,5.4,19.1,12.3,8.1,1,1.1,12.3,11.4,0.8,1.3,0.08,-2.4,0.3,-2.1,0,2017,Jonas JerebkoBOS2017.0,1,4
Amir Johnson,BOS,1608,15,0.628,0.178,0.27,8.3,17,12.7,13,1.6,3.2,15.7,13.6,2.9,2.1,0.149,-0.2,2.4,2.2,1.7,2017,Amir JohnsonBOS2017.0,3,4
James Johnson,MIA,2085,17,0.564,0.333,0.28,3.5,16.6,10,20.9,1.8,3.2,16.5,22,1.9,3.2,0.117,0.5,2.3,2.8,2.5,2017,James JohnsonMIA2017.0,0,4
Joe Johnson,UTA,1843,12.8,0.542,0.412,0.123,2.1,12.8,7.6,12.6,1,0.8,9.5,18.5,1.7,2.1,0.099,-0.2,-0.1,-0.3,0.8,2017,Joe JohnsonUTA2017.0,1,4
Stanley Johnson,DET,1371,7.2,0.436,0.422,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.012,-3.8,1.8,-2,0,2017,Stanley JohnsonDET2017.0,6,2
Tyler Johnson,MIA,2178,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,0.128,0.7,0.8,1.5,1.9,2017,Tyler JohnsonMIA2017.0,0,4
Wesley Johnson,LAC,810,8.4,0.448,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3,8,12.5,-0.3,1.2,0.051,-3.4,1.6,-1.8,0,2017,Wesley JohnsonLAC2017.0,1,4
Nikola Jokic,DEN,2038,26.3,0.64,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2,0.228,6.2,2.2,8.4,5.3,2017,Nikola JokicDEN2017.0,8,4
Derrick Jones,PHO,545,12,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,0.098,-0.5,-0.6,-1.1,0.1,2017,Derrick JonesPHO2017.0,5,2
James Jones,CLE,381,11.1,0.655,0.717,0.217,0.9,9.5,5.4,5.2,0.8,2.1,9,13,0.6,0.2,0.102,0,-1.6,-1.6,0,2017,James JonesCLE2017.0,1,4
Terrence Jones,NOP,1264,16.2,0.518,0.153,0.348,5.4,20,12.6,7.5,1.5,3.4,7.8,21.4,0.5,1.8,0.088,-2.6,1.3,-1.3,0.2,2017,Terrence JonesNOP2017.0,5,4
Tyus Jones,MIN,774,13.8,0.523,0.403,0.238,1.5,8.7,5,28,3.1,0.6,16,13.6,1,0.6,0.096,-0.4,-1.5,-1.8,0,2017,Tyus JonesMIN2017.0,9,1
DeAndre Jordan,LAC,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.1,15.3,7.2,4.6,0.221,1,3,4.1,3.9,2017,DeAndre JordanLAC2017.0,2,4
Cory Joseph,TOR,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,0.082,-0.4,-0.4,-0.8,0.6,2017,Cory JosephTOR2017.0,1,4
Frank Kaminsky,CHO,1954,13,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,0.056,-0.8,-0.8,-1.5,0.2,2017,Frank KaminskyCHO2017.0,1,4
Enes Kanter,OKC,1533,23.7,0.599,0.052,0.387,14.1,20.8,17.4,7.9,1,2,12.5,27.3,4,1.8,0.183,0.6,-1.9,-1.2,0.3,2017,Enes KanterOKC2017.0,2,4
Michael Kidd-Gilchrist,CHO,2349,14.3,0.528,0.015,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,0.119,-2,2.2,0.2,1.3,2017,Michael Kidd-GilchristCHO2017.0,3,4
